"Y","TSS","Size","Type"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
1,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
1,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
1,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
1,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
1,"A","M","FFV"
0,"A","M","FFV"
1,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
1,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
1,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
1,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
1,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
1,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
1,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
1,"A","M","FFV"
1,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
1,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
1,"A","M","FFV"
0,"A","M","FFV"
1,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
1,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
1,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
1,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
1,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
1,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
1,"A","M","FFV"
1,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
1,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
1,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
1,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
1,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
1,"A","M","FFV"
0,"A","M","FFV"
1,"A","M","FFV"
0,"A","M","FFV"
1,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
1,"A","M","FFV"
1,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
1,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
1,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
1,"A","M","FFV"
0,"A","M","FFV"
1,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
1,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
1,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
1,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
1,"A","M","FFV"
0,"A","M","FFV"
1,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
1,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
1,"A","M","FFV"
0,"A","M","FFV"
1,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
1,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
1,"A","M","FFV"
0,"A","M","FFV"
1,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
1,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"A","M","FFV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
1,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
1,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
1,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
1,"B","M","APV"
1,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
1,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
1,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
1,"B","M","APV"
1,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
1,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
1,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
1,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
1,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
1,"B","M","APV"
1,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
1,"B","M","APV"
0,"B","M","APV"
1,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
1,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
1,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
1,"B","M","APV"
1,"B","M","APV"
1,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
1,"B","M","APV"
1,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
1,"B","M","APV"
0,"B","M","APV"
1,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
1,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
1,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
1,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
1,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
1,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
1,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
1,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
1,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
1,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
1,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
1,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
1,"B","M","APV"
0,"B","M","APV"
1,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
1,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
1,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
1,"B","M","APV"
0,"B","M","APV"
1,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
1,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
1,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
1,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
1,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
1,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
1,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
1,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
1,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
1,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
1,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
1,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
1,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
1,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
1,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
1,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
1,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
1,"B","M","APV"
0,"B","M","APV"
1,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
1,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
1,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
1,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
1,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
1,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
0,"B","M","APV"
